"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"umls:C0238463","umls:C0238463","Papillary thyroid carcinoma","7/41","446/17381",7.38394594430331e-05,0.000829635709920448,0.000334171204318118,"3552/3627/3569/29126/1956/3576/1843",7
"umls:C0014335","umls:C0014335","Enteritis","3/41","35/17381",7.56625420520957e-05,0.000839425938238345,0.000338114636776992,"3725/3576/1843",3
"umls:C0026766","umls:C0026766","Multiple Organ Failure","3/41","35/17381",7.56625420520957e-05,0.000839425938238345,0.000338114636776992,"3552/3569/3576",3
"umls:C0266999","umls:C0266999","Vesicular Stomatitis","4/41","97/17381",7.8785325012094e-05,0.000868608208258336,0.000349869041994496,"3456/23586/25939/3569",4
"umls:C0002382","umls:C0002382","Alveolar Bone Loss","3/41","37/17381",8.95302147347444e-05,0.000980939744050243,0.000395115364144835,"3552/3569/10673",3
"umls:C0017563","umls:C0017563","Gingival Diseases","4/41","101/17381",9.22101902799411e-05,0.00100406651638158,0.000404430659122549,"3552/3627/3569/3576",4
"umls:C0009782","umls:C0009782","Connective Tissue Diseases","5/41","196/17381",9.33735738829847e-05,0.00101049683637782,0.000407020745050143,"3310/3552/4792/3569/3576",5
"umls:C0085655","umls:C0085655","Polymyositis","4/41","102/17381",9.58107867803728e-05,0.00103055017000352,0.000415098081365543,"3456/3552/7128/3569",4
"umls:C1719495","umls:C1719495","Aggressive periodontitis, generalized","3/41","38/17381",9.70451673857629e-05,0.00103750106223325,0.000417897849986539,"3552/282618/3576",3
"umls:C1512409","umls:C1512409","Hepatocarcinogenesis","7/41","471/17381",0.000103848454511687,0.00110354622746154,0.00044450036014831,"6373/3552/4792/1958/3569/3725/1956",7
"umls:C0001849","umls:C0001849","AIDS Dementia Complex","3/41","39/17381",0.000104960236728154,0.00110868178196685,0.000446568923993093,"3552/3627/3569",3
"umls:C3875321","umls:C3875321","Inflammatory dermatosis","3/41","40/17381",0.00011328486656936,0.00118949109897828,0.000479118326656128,"7128/23586/5966",3
"umls:C0740391","umls:C0740391","Middle Cerebral Artery Occlusion","4/41","107/17381",0.000115365833955871,0.00120417355679383,0.000485032313423937,"3627/1958/3569/467",4
"umls:C0220633","umls:C0220633","Uveal melanoma","5/41","206/17381",0.000117996976632424,0.0012230576997918,0.000492638708294227,"3620/29126/1956/3576/467",5
"umls:C0079487","umls:C0079487","Helicobacter Infections","4/41","108/17381",0.000119599437988743,0.0012230576997918,0.000492638708294227,"3552/3569/6364/3576",4
"umls:C0011853","umls:C0011853","Diabetes Mellitus, Experimental","7/41","482/17381",0.000119883694545457,0.0012230576997918,0.000492638708294227,"3552/4792/3569/6364/1956/467/1843",7
"umls:C0278883","umls:C0278883","Metastatic melanoma","6/41","333/17381",0.000120744723186374,0.0012230576997918,0.000492638708294227,"3456/3552/3569/29126/1956/3576",6
"umls:C0403416","umls:C0403416","Idiopathic crescentic glomerulonephritis","3/41","41/17381",0.000122028432632289,0.0012230576997918,0.000492638708294227,"3552/3725/1956",3
"umls:C0403592","umls:C0403592","Chronic rejection of renal transplant","3/41","41/17381",0.000122028432632289,0.0012230576997918,0.000492638708294227,"3569/1956/3576",3
"umls:C0686377","umls:C0686377","CNS metastases","3/41","41/17381",0.000122028432632289,0.0012230576997918,0.000492638708294227,"3552/3569/1956",3
"umls:C0030305","umls:C0030305","Pancreatitis","5/41","208/17381",0.000123468746552911,0.00123050208429003,0.00049563725199652,"3552/1958/3569/3576/1843",5
"umls:C1269683","umls:C1269683","Major Depressive Disorder","7/41","487/17381",0.000127811671191252,0.00125439407148845,0.000505260769933586,"3552/3627/1958/3569/3725/1956/1843",7
"umls:C0238339","umls:C0238339","Hereditary pancreatitis","4/41","110/17381",0.000128403317308149,0.00125439407148845,0.000505260769933586,"3552/3569/6364/3576",4
"umls:C0003486","umls:C0003486","Aortic Aneurysm","5/41","210/17381",0.000129133372797412,0.00125439407148845,0.000505260769933586,"3552/1958/3569/3725/3576",5
"umls:C3272363","umls:C3272363","Ischemic Cerebrovascular Accident","6/41","338/17381",0.000130987191231202,0.00125439407148845,0.000505260769933586,"3456/3552/3627/1958/3569/3576",6
"umls:C0037299","umls:C0037299","Skin Ulcer","3/41","42/17381",0.000131200242854469,0.00125439407148845,0.000505260769933586,"3552/3569/3576",3
"umls:C0543697","umls:C0543697","Mixed cryoglobulinemia","3/41","42/17381",0.000131200242854469,0.00125439407148845,0.000505260769933586,"3627/3569/10673",3
"umls:C0006274","umls:C0006274","Bronchiolitis, Viral","5/41","211/17381",0.000132039443999604,0.00125439407148845,0.000505260769933586,"3552/4792/3627/3569/3576",5
"umls:C0206708","umls:C0206708","Cervical Intraepithelial Neoplasia","5/41","211/17381",0.000132039443999604,0.00125439407148845,0.000505260769933586,"3620/129607/3569/29126/1956",5
"umls:C0038358","umls:C0038358","Gastric ulcer","4/41","111/17381",0.00013297714930178,0.00125439407148845,0.000505260769933586,"3552/3569/1956/3576",4
"umls:C0162820","umls:C0162820","Dermatitis, Allergic Contact","4/41","111/17381",0.00013297714930178,0.00125439407148845,0.000505260769933586,"3552/3627/3569/1956",4
"umls:C0038395","umls:C0038395","Streptococcal Infections","3/41","43/17381",0.000140809537686159,0.00132121289616162,0.000532174904468965,"3552/3569/3576",3
"umls:C0017154","umls:C0017154","Gastritis, Atrophic","4/41","113/17381",0.000142477550221175,0.00132279157152712,0.000532810783375586,"3552/3569/1956/3576",4
"umls:C0027121","umls:C0027121","Myositis","4/41","113/17381",0.000142477550221175,0.00132279157152712,0.000532810783375586,"3456/3552/29126/3576",4
"umls:C0376545","umls:C0376545","Hematologic Neoplasms","7/41","497/17381",0.000144951756608742,0.00133871674689958,0.000539225327698543,"3456/3552/3627/23586/3569/1956/10673",7
"umls:C0018621","umls:C0018621","Hay fever","4/41","114/17381",0.000147407723729333,0.00135430846176325,0.000545505556564143,"6373/3627/3569/1956",4
"umls:C0333186","umls:C0333186","Restenosis","5/41","220/17381",0.000160512386784851,0.00146706658180558,0.000590923703734794,"5806/3552/1958/3569/3725",5
"umls:C2711227","umls:C2711227","Steatohepatitis","5/41","222/17381",0.000167432715334877,0.00152242943222022,0.000613223455512979,"3627/3569/11274/1956/3576",5
"umls:C0022408","umls:C0022408","Arthropathy","4/41","118/17381",0.000168370648379386,0.0015231067884166,0.000613496289641487,"3552/282618/3569/3576",4
"umls:C0015967","umls:C0015967","Fever","3/41","46/17381",0.000172353728262587,0.00155118355436329,0.000624805405892838,"3552/3569/3576",3
"umls:C0034069","umls:C0034069","Pulmonary Fibrosis","6/41","356/17381",0.000173720891376467,0.00155534238117329,0.000626480550955945,"5806/3552/1958/3569/1956/3576",6
"umls:C0026269","umls:C0026269","Mitral Valve Stenosis","5/41","224/17381",0.00017457924686639,0.00155534238117329,0.000626480550955945,"3456/3552/29126/11274/10673",5
"umls:C0085166","umls:C0085166","Bacterial Vaginosis","3/41","47/17381",0.000183804026664449,0.00162929800520647,0.000656269336146539,"3552/3569/3576",3
"umls:C0040128","umls:C0040128","Thyroid Diseases","4/41","122/17381",0.00019140935699062,0.00168823052865727,0.000680006926150886,"3552/3627/3569/3725",4
"umls:C0010278","umls:C0010278","Craniosynostosis","4/41","124/17381",0.000203744273994614,0.00177923217488366,0.000716661724577197,"3552/3569/1956/3576",4
"umls:C0017168","umls:C0017168","Gastroesophageal reflux disease","4/41","124/17381",0.000203744273994614,0.00177923217488366,0.000716661724577197,"3552/3725/1956/3576",4
"umls:C0006271","umls:C0006271","Bronchiolitis","3/41","49/17381",0.000208161519933102,0.00179120449347313,0.000721484087059533,"4792/3725/3576",3
"umls:C0035439","umls:C0035439","Rheumatic Heart Disease","3/41","49/17381",0.000208161519933102,0.00179120449347313,0.000721484087059533,"7128/3569/1843",3
"umls:C0349459","umls:C0349459","Cervical intraepithelial neoplasia grade 2","3/41","49/17381",0.000208161519933102,0.00179120449347313,0.000721484087059533,"3552/3620/3569",3
"umls:C0242656","umls:C0242656","Disease Progression","5/41","233/17381",0.000209672431465273,0.00179544742283855,0.000723193108017677,"4792/3627/23586/3569/1956",5
"umls:C0024314","umls:C0024314","Lymphoproliferative Disorders","5/41","234/17381",0.000213880782941243,0.00182263623723842,0.000734144563871544,"3552/7128/3569/29126/10673",5
"umls:C0032269","umls:C0032269","Pneumococcal Infections","3/41","50/17381",0.000221086332826967,0.00187498216878255,0.000755229122764184,"3552/3569/3576",3
"umls:C0042164","umls:C0042164","Uveitis","4/41","127/17381",0.000223308380649416,0.00187809242409231,0.000756481910885733,"3552/3627/282616/3569",4
"umls:C1704272","umls:C1704272","Benign Prostatic Hyperplasia","6/41","373/17381",0.000223582431439561,0.00187809242409231,0.000756481910885733,"3620/1958/3569/1956/3576/1843",6
"umls:C0812413","umls:C0812413","Malignant Pleural Mesothelioma","5/41","240/17381",0.000240502217435701,0.00198983715532559,0.00080149187244586,"3456/3569/29126/1956/3576",5
"umls:C0017565","umls:C0017565","Gingival Hemorrhage","2/41","10/17381",0.000241397478027027,0.00198983715532559,0.00080149187244586,"3552/3569",2
"umls:C0018572","umls:C0018572","Hand, Foot and Mouth Disease","2/41","10/17381",0.000241397478027027,0.00198983715532559,0.00080149187244586,"3569/3576",2
"umls:C0280317","umls:C0280317","Squamous cell carcinoma of tonsil","2/41","10/17381",0.000241397478027027,0.00198983715532559,0.00080149187244586,"3569/1956",2
"umls:C0031090","umls:C0031090","Periodontal Diseases","4/41","130/17381",0.000244192117907374,0.00199423562957689,0.000803263545747942,"3552/3627/3569/3576",4
"umls:C0263361","umls:C0263361","Psoriasis vulgaris","4/41","130/17381",0.000244192117907374,0.00199423562957689,0.000803263545747942,"23586/3569/3576/5966",4
"umls:C0014869","umls:C0014869","Peptic Esophagitis","3/41","52/17381",0.000248471647216714,0.0020198340354391,0.000813574396659142,"3569/1956/3576",3
"umls:C0948008","umls:C0948008","Ischemic stroke","6/41","384/17381",0.000261449370721442,0.00211558114657167,0.000852140633688911,"3456/3552/3627/1958/3569/3576",6
"umls:C0035220","umls:C0035220","Respiratory Distress Syndrome, Newborn","3/41","53/17381",0.000262949376764819,0.00211800319914676,0.000853116218775547,"3552/3569/3576",3
"umls:C0085584","umls:C0085584","Encephalopathies","4/41","133/17381",0.000266447179124816,0.0021267548596207,0.00085664132369255,"23586/25939/3569/3576",4
"umls:C0206062","umls:C0206062","Lung Diseases, Interstitial","4/41","133/17381",0.000266447179124816,0.0021267548596207,0.00085664132369255,"3552/7128/3569/1956",4
"umls:C0023448","umls:C0023448","Lymphoid leukemia","5/41","247/17381",0.000274674045459162,0.0021825451179728,0.000879113232266166,"3456/7128/129607/3569/3576",5
"umls:C0016169","umls:C0016169","pathologic fistula","3/41","54/17381",0.000277961865931164,0.00218894969420792,0.000881692948794812,"3569/1956/3576",3
"umls:C0796126","umls:C0796126","AICARDI-GOUTIERES SYNDROME 1","3/41","54/17381",0.000277961865931164,0.00218894969420792,0.000881692948794812,"3456/25939/3576",3
"umls:C3714636","umls:C3714636","Pneumonitis","3/41","55/17381",0.000293517568192902,0.00224967633998267,0.000906153198167027,"3552/3569/3576",3
"umls:C0011263","umls:C0011263","Multi-infarct dementia","2/41","11/17381",0.000294600473092969,0.00224967633998267,0.000906153198167027,"3552/3569",2
"umls:C0034931","umls:C0034931","Reflex Sympathetic Dystrophy","2/41","11/17381",0.000294600473092969,0.00224967633998267,0.000906153198167027,"3552/3569",2
"umls:C0085311","umls:C0085311","Diffuse cutaneous leishmaniasis","2/41","11/17381",0.000294600473092969,0.00224967633998267,0.000906153198167027,"3569/3576",2
"umls:C0848676","umls:C0848676","Subfertility, Male","2/41","11/17381",0.000294600473092969,0.00224967633998267,0.000906153198167027,"3569/3576",2
"umls:C1262117","umls:C1262117","Fungal keratitis","2/41","11/17381",0.000294600473092969,0.00224967633998267,0.000906153198167027,"3569/3576",2
"umls:C2985318","umls:C2985318","Pregnancy Related Skin Change","2/41","11/17381",0.000294600473092969,0.00224967633998267,0.000906153198167027,"3569/1956",2
"umls:C0023281","umls:C0023281","Leishmaniasis","3/41","57/17381",0.000326292107664693,0.00248094516345051,0.000999306591078346,"3552/3627/3569",3
"umls:C1636667","umls:C1636667","Disorder characterized by eosinophilia","4/41","141/17381",0.000332896259136038,0.00252029614212863,0.00101515687787136,"3627/282618/3569/3576",4
"umls:C0206180","umls:C0206180","Ki-1+ Anaplastic Large Cell Lymphoma","5/41","258/17381",0.000335692570377346,0.00253060553053692,0.00101930942422271,"3569/3725/29126/3576/57674",5
"umls:C0920350","umls:C0920350","Autoimmune thyroiditis","3/41","58/17381",0.000343527534432777,0.00257864923718902,0.00103866107835218,"3552/3627/3569",3
"umls:C0018939","umls:C0018939","Hematological Disease","4/41","143/17381",0.000351207567308168,0.00259449390636626,0.00104504319536772,"3552/4792/1958/1956",4
"umls:C1306759","umls:C1306759","Eosinophilic disorder","4/41","143/17381",0.000351207567308168,0.00259449390636626,0.00104504319536772,"3627/282618/3569/3576",4
"umls:C0275911","umls:C0275911","Tuberculosis of intestines","2/41","12/17381",0.000352992368213097,0.00259449390636626,0.00104504319536772,"3552/3576",2
"umls:C0854193","umls:C0854193","Cognitive deterioration","2/41","12/17381",0.000352992368213097,0.00259449390636626,0.00104504319536772,"3552/3569",2
"umls:C1319860","umls:C1319860","Sendai virus infection","2/41","12/17381",0.000352992368213097,0.00259449390636626,0.00104504319536772,"3456/23586",2
"umls:C0008312","umls:C0008312","Primary biliary cirrhosis","5/41","262/17381",0.000360255326792566,0.00261789900347029,0.001054470597531,"3627/3569/29126/6364/3576",5
"umls:C0007621","umls:C0007621","Neoplastic Cell Transformation","4/41","144/17381",0.0003606289443556,0.00261789900347029,0.001054470597531,"7128/3569/3725/3576",4
"umls:C0042384","umls:C0042384","Vasculitis","4/41","144/17381",0.0003606289443556,0.00261789900347029,0.001054470597531,"5806/3552/3627/3437",4
"umls:C0029410","umls:C0029410","Osteoarthritis of hip","3/41","60/17381",0.000379735704070997,0.00273409706931118,0.00110127432974403,"3552/3569/3576",3
"umls:C0036205","umls:C0036205","Sarcoidosis, Pulmonary","3/41","60/17381",0.000379735704070997,0.00273409706931118,0.00110127432974403,"3552/4792/3627",3
"umls:C0006272","umls:C0006272","Bronchiolitis Obliterans","3/41","61/17381",0.000398724660192325,0.00285914756333033,0.00115164375536936,"3627/3569/3576",3
"umls:C0001175","umls:C0001175","Acquired Immunodeficiency Syndrome","4/41","149/17381",0.000410472801056326,0.00291965331073935,0.00117601502849329,"6373/3552/3627/3569",4
"umls:C0014457","umls:C0014457","Eosinophilia","4/41","149/17381",0.000410472801056326,0.00291965331073935,0.00117601502849329,"3627/282618/3569/3576",4
"umls:C0028796","umls:C0028796","Dermatitis, Occupational","2/41","13/17381",0.000416549586188601,0.00292746402405057,0.0011791611267658,"3552/3576",2
"umls:C0031736","umls:C0031736","Polymorphous light eruption","2/41","13/17381",0.000416549586188601,0.00292746402405057,0.0011791611267658,"3552/3569",2
"umls:C0221500","umls:C0221500","Effects of heat","2/41","13/17381",0.000416549586188601,0.00292746402405057,0.0011791611267658,"3552/3569",2
"umls:C0029927","umls:C0029927","Ovarian Cysts","3/41","62/17381",0.000418314235799065,0.00292819965059345,0.00117945743176428,"3569/1956/3576",3
"umls:C0040028","umls:C0040028","Thrombocythemia, Essential","4/41","150/17381",0.000421002985721332,0.00293537259609656,0.00118234664182192,"5806/3569/3576/10673",4
"umls:C0242966","umls:C0242966","Systemic Inflammatory Response Syndrome","3/41","63/17381",0.000438512382608662,0.00304541670441606,0.00122667160489369,"7128/3569/3576",3
"umls:C0032000","umls:C0032000","Pituitary Adenoma","5/41","274/17381",0.000442174550754434,0.00305880748051303,0.00123206531169966,"5806/3552/3569/1956/3576",5
"umls:C1368683","umls:C1368683","Epithelioma","5/41","276/17381",0.000457091350925528,0.00312468020725482,0.00125859836489856,"6373/1958/3569/1956/3576",5
"umls:C0040592","umls:C0040592","Trachoma","3/41","64/17381",0.000459326990874486,0.00312468020725482,0.00125859836489856,"3552/3569/3576",3
"umls:C0206726","umls:C0206726","gliosarcoma","3/41","64/17381",0.000459326990874486,0.00312468020725482,0.00125859836489856,"4792/3569/1956",3
"umls:C0853193","umls:C0853193","Bipolar I disorder","3/41","64/17381",0.000459326990874486,0.00312468020725482,0.00125859836489856,"1961/1959/1958",3
"umls:C0021051","umls:C0021051","Immunologic Deficiency Syndromes","6/41","427/17381",0.000460553772044361,0.00312468020725482,0.00125859836489856,"3456/3552/3569/29126/1956/10673",6
"umls:C0027643","umls:C0027643","Neoplasm Recurrence, Local","5/41","277/17381",0.000464690877502028,0.00314066937897922,0.00126503868648465,"3552/3620/3569/1956/3576",5
"umls:C0003615","umls:C0003615","Appendicitis","2/41","14/17381",0.000485248627499574,0.00323010784494056,0.00130106384731763,"3569/3576",2
"umls:C0025290","umls:C0025290","Aseptic Meningitis","2/41","14/17381",0.000485248627499574,0.00323010784494056,0.00130106384731763,"3569/3576",2
"umls:C0154084","umls:C0154084","Stage 0 Breast Carcinoma","2/41","14/17381",0.000485248627499574,0.00323010784494056,0.00130106384731763,"3627/1956",2
"umls:C0238122","umls:C0238122","Fallopian Tube Carcinoma","2/41","14/17381",0.000485248627499574,0.00323010784494056,0.00130106384731763,"3569/1956",2
"umls:C1654637","umls:C1654637","androgen independent prostate cancer","4/41","156/17381",0.000488283247338746,0.00323808890340432,0.00130427855937338,"1958/3569/1956/3576",4
"umls:C1621958","umls:C1621958","Glioblastoma Multiforme","6/41","434/17381",0.000501906156160761,0.00331596426766885,0.00133564618729948,"3456/4792/3569/29126/1956/467",6
"umls:C0026499","umls:C0026499","Monosomy","4/41","158/17381",0.000512320236710939,0.00337213767745559,0.00135827242647244,"3552/1958/219285/1956",4
"umls:C0010674","umls:C0010674","Cystic Fibrosis","6/41","438/17381",0.000526806883931198,0.00345459978905068,0.00139148756272181,"5806/3456/3552/3569/3725/3576",6
"umls:C0020517","umls:C0020517","Hypersensitivity","4/41","160/17381",0.000537189490111863,0.00350963800206417,0.00141365655292595,"3569/29126/6364/1956",4
"umls:C0153690","umls:C0153690","Secondary malignant neoplasm of bone","5/41","287/17381",0.000546047029815993,0.00355434302802735,0.00143166341085957,"5806/1961/3569/1956/3576",5
"umls:C0206638","umls:C0206638","Giant Cell Tumor of Bone","3/41","68/17381",0.000548905707742082,0.00355981495756262,0.00143386746410954,"3569/1956/3576",3
"umls:C0009812","umls:C0009812","Constitutional Symptom","2/41","15/17381",0.000559066070083924,0.00356026190479437,0.00143404749119,"3627/3576",2
"umls:C0029400","umls:C0029400","Osteitis","2/41","15/17381",0.000559066070083924,0.00356026190479437,0.00143404749119,"3552/3569",2
"umls:C0035112","umls:C0035112","Reoviridae Infections","2/41","15/17381",0.000559066070083924,0.00356026190479437,0.00143404749119,"3456/23586",2
"umls:C3149841","umls:C3149841","POLYCYSTIC KIDNEY DISEASE 1","2/41","15/17381",0.000559066070083924,0.00356026190479437,0.00143404749119,"1958/3569",2
"umls:C3642347","umls:C3642347","Basal-Like Breast Carcinoma","2/41","15/17381",0.000559066070083924,0.00356026190479437,0.00143404749119,"3569/1956",2
"umls:C0221505","umls:C0221505","Lesion of brain","3/41","69/17381",0.000572918845098038,0.00362232560126501,0.00145904629481673,"3456/3569/1956",3
"umls:C1535939","umls:C1535939","Pneumocystis jiroveci pneumonia","3/41","69/17381",0.000572918845098038,0.00362232560126501,0.00145904629481673,"3627/3569/3576",3
"umls:C0005940","umls:C0005940","Bone Diseases","4/41","164/17381",0.000589490265333595,0.00370715440965229,0.0014932147192477,"3552/3569/1956/3576",4
"umls:C0151526","umls:C0151526","Premature Birth","5/41","292/17381",0.000590538769338035,0.00370715440965229,0.0014932147192477,"3310/3552/4792/3569/3576",5
"umls:C0037284","umls:C0037284","Skin lesion","3/41","70/17381",0.000597594510061161,0.00371181942164749,0.00149509375200624,"3552/1958/3569",3
"umls:C0311375","umls:C0311375","Arsenic Poisoning","3/41","70/17381",0.000597594510061161,0.00371181942164749,0.00149509375200624,"5806/3552/6364",3
"umls:C0876973","umls:C0876973","Infectious disease of lung","3/41","70/17381",0.000597594510061161,0.00371181942164749,0.00149509375200624,"5806/3552/3576",3
"umls:C0494165","umls:C0494165","Secondary malignant neoplasm of liver","6/41","452/17381",0.00062165104118584,0.00384093582225991,0.00154710089511006,"3456/3569/6364/1956/3576/467",6
"umls:C0007115","umls:C0007115","Malignant neoplasm of thyroid","6/41","453/17381",0.000628902563940764,0.00384093582225991,0.00154710089511006,"3620/3569/3725/6364/1956/3576",6
"umls:C0040136","umls:C0040136","Thyroid Neoplasm","6/41","453/17381",0.000628902563940764,0.00384093582225991,0.00154710089511006,"3620/3627/1958/3569/1956/3576",6
"umls:C0020445","umls:C0020445","Hypercholesterolemia, Familial","4/41","167/17381",0.000631022509529268,0.00384093582225991,0.00154710089511006,"3569/1956/3576/10673",4
"umls:C0334588","umls:C0334588","Giant Cell Glioblastoma","2/41","16/17381",0.000637978569116868,0.00384093582225991,0.00154710089511006,"4792/1956",2
"umls:C0343378","umls:C0343378","Helicobacter-associated gastritis","2/41","16/17381",0.000637978569116868,0.00384093582225991,0.00154710089511006,"6364/3576",2
"umls:C1277187","umls:C1277187","Left ventricular systolic dysfunction","2/41","16/17381",0.000637978569116868,0.00384093582225991,0.00154710089511006,"3552/3569",2
"umls:C1514428","umls:C1514428","Primary Peritoneal Carcinoma","2/41","16/17381",0.000637978569116868,0.00384093582225991,0.00154710089511006,"1956/3576",2
"umls:C1619738","umls:C1619738","Immune Reconstitution Inflammatory Syndrome","2/41","16/17381",0.000637978569116868,0.00384093582225991,0.00154710089511006,"3569/3576",2
"umls:C0024232","umls:C0024232","Lymphatic Metastasis","4/41","168/17381",0.000645316937734134,0.00386747008497954,0.00155778870232796,"3456/3569/1956/3576",4
"umls:C0009952","umls:C0009952","Febrile Convulsions","3/41","72/17381",0.000648963234214254,0.00386747008497954,0.00155778870232796,"3552/3569/3576",3
"umls:C0041948","umls:C0041948","Uremia","3/41","72/17381",0.000648963234214254,0.00386747008497954,0.00155778870232796,"5806/3569/1956",3
"umls:C0206682","umls:C0206682","Follicular thyroid carcinoma","4/41","169/17381",0.000659839979552866,0.00391904957552611,0.00157856454438485,"3552/3569/1956/3576",4
"umls:C2607914","umls:C2607914","Allergic rhinitis (disorder)","4/41","170/17381",0.000674593702126289,0.00398623322491924,0.00160562562765275,"3552/1958/3569/3576",4
"umls:C0149516","umls:C0149516","Chronic sinusitis","3/41","73/17381",0.000675671051162614,0.00398623322491924,0.00160562562765275,"3552/3569/3576",3
"umls:C0085695","umls:C0085695","Chronic gastritis","3/41","74/17381",0.000703070911770074,0.00409499189511031,0.00164943282563519,"3552/3569/3576",3
"umls:C0017411","umls:C0017411","Female Genital Diseases","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3569/3576",2
"umls:C0017677","umls:C0017677","Glossitis, Benign Migratory","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3627/3569",2
"umls:C0023860","umls:C0023860","Listeriosis","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3456/3569",2
"umls:C0024116","umls:C0024116","Lung Diseases, Fungal","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"5806/3552",2
"umls:C0030389","umls:C0030389","Parainfluenza","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3569/3576",2
"umls:C0085106","umls:C0085106","Familial benign pemphigus","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3569/3576",2
"umls:C0152268","umls:C0152268","Hodgkin's disease, nodular sclerosis (clinical)","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3627/29126",2
"umls:C0221204","umls:C0221204","Lytic lesion","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3552/3569",2
"umls:C0683381","umls:C0683381","inflammatory joint disease","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3552/3569",2
"umls:C1849193","umls:C1849193","PEELING SKIN SYNDROME","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3569/10673",2
"umls:C1854310","umls:C1854310","Hypotrichosis simplex","2/41","17/17381",0.00072196285679099,0.00409499189511031,0.00164943282563519,"3569/3576",2
"umls:C0007789","umls:C0007789","Cerebral Palsy","3/41","75/17381",0.000731170048173966,0.00413392296467589,0.00166511397610468,"3552/3569/3576",3
"umls:C0948089","umls:C0948089","Acute Coronary Syndrome","5/41","308/17381",0.000751406302316732,0.00423476267503743,0.00170573147490766,"5806/3552/3569/1956/3576",5
"umls:C0013295","umls:C0013295","Duodenal Ulcer","3/41","76/17381",0.000759975634293185,0.00424239562940879,0.00170880597317755,"3552/3569/3576",3
"umls:C0018203","umls:C0018203","Chronic granulomatous disease","3/41","76/17381",0.000759975634293185,0.00424239562940879,0.00170880597317755,"3552/3576/10673",3
"umls:C0020437","umls:C0020437","Hypercalcemia","3/41","76/17381",0.000759975634293185,0.00424239562940879,0.00170880597317755,"3552/3569/1956",3
"umls:C0008370","umls:C0008370","Cholestasis","4/41","176/17381",0.000768076320625198,0.00426064977856242,0.00171615861112879,"3552/1958/3569/3576",4
"umls:C0079745","umls:C0079745","Lymphoma, Large-Cell, Follicular","4/41","176/17381",0.000768076320625198,0.00426064977856242,0.00171615861112879,"3620/3569/3576/10673",4
"umls:C0020429","umls:C0020429","Hyperalgesia","4/41","177/17381",0.000784502836430687,0.00433812853750386,0.00174736648932755,"3552/3569/3576/1843",4
"umls:C0518948","umls:C0518948","Chlamydia trachomatis infection","2/41","18/17381",0.00081099574209687,0.00445668688180336,0.0017951209244643,"3456/3576",2
"umls:C1136321","umls:C1136321","HIV-Associated Lipodystrophy Syndrome","2/41","18/17381",0.00081099574209687,0.00445668688180336,0.0017951209244643,"3569/3576",2
"umls:C0034067","umls:C0034067","Pulmonary Emphysema","4/41","179/17381",0.000818099785544072,0.00447681661639476,0.00180322903453065,"4792/1958/3569/3725",4
"umls:C0271183","umls:C0271183","Severe myopia","3/41","78/17381",0.000819734561845526,0.00447681661639476,0.00180322903453065,"1958/3569/3725",3
"umls:C1559271","umls:C1559271","Non-Malignant Ascites Adverse Event","4/41","181/17381",0.000852702504418588,0.00464249141294565,0.0018699616324969,"3552/3569/29126/1956",4
"umls:C0024291","umls:C0024291","Lymphohistiocytosis, Hemophagocytic","3/41","80/17381",0.000882403931427391,0.00474561138731073,0.00191149760498552,"3552/3627/3576",3
"umls:C0025568","umls:C0025568","Metaplasia","3/41","80/17381",0.000882403931427391,0.00474561138731073,0.00191149760498552,"3569/1956/3576",3
"umls:C1318544","umls:C1318544","M5b Acute differentiated monocytic leukemia","3/41","80/17381",0.000882403931427391,0.00474561138731073,0.00191149760498552,"3552/1958/3576",3
"umls:C1559154","umls:C1559154","Rash and Dermatitis Adverse Event Associated with Chemoradiation","3/41","80/17381",0.000882403931427391,0.00474561138731073,0.00191149760498552,"1958/29126/1956",3
"umls:C0013370","umls:C0013370","Amebic colitis","2/41","19/17381",0.000905054110604286,0.0047943406940119,0.00193112541380715,"3552/3576",2
"umls:C0014356","umls:C0014356","Enterocolitis","2/41","19/17381",0.000905054110604286,0.0047943406940119,0.00193112541380715,"3552/3576",2
"umls:C0085652","umls:C0085652","Pyoderma Gangrenosum","2/41","19/17381",0.000905054110604286,0.0047943406940119,0.00193112541380715,"3552/3576",2
"umls:C0085693","umls:C0085693","Acute appendicitis NOS (disorder)","2/41","19/17381",0.000905054110604286,0.0047943406940119,0.00193112541380715,"3569/3576",2
"umls:C0272236","umls:C0272236","Hyperimmunoglobulin M syndrome","2/41","19/17381",0.000905054110604286,0.0047943406940119,0.00193112541380715,"4792/5966",2
